slide,source_png,chapter,kind,title,subtitle,web_image
189,189_ch-17_title.png,-17,title,The Net of the Glass Tower,शीशाक मीनारक जाल    Śīśāk Mīnārak Jāl,assets/images/0189.png
190,190_ch-17_glass-tower-net.png,-17,content,The most terrible crocodile joins many at once,The Net of the Glass Tower  ·  शीशाक मीनारक जाल    —    card 1 of 1,assets/images/0190.png
191,191_ch-16_title.png,-16,title,Baṭuknāth's Final Turn,बटुकनाथक अंतिम मोड़    Baṭuknāthak Antim Moṛ,assets/images/0191.png
192,192_ch-16_batuknath-final-turn.png,-16,content,"The witness holds the guilty name too, in truth",Baṭuknāth's Final Turn  ·  बटुकनाथक अंतिम मोड़    —    card 1 of 1,assets/images/0192.png
193,193_ch-15_title.png,-15,title,Chandrapāl's Account,चन्द्रपालक खाता    Chandrapālak Khātā,assets/images/0193.png
194,194_ch-15_chandrapal-account.png,-15,content,"Each thread isolated, only Būṛhbā sees the whole",Chandrapāl's Account  ·  चन्द्रपालक खाता    —    card 1 of 1,assets/images/0194.png
195,195_ch-14_title.png,-14,title,The Building of the Bridge,पुलक निर्माण    Pulak Nirmāṇ,assets/images/0195.png
196,196_ch-14_bridge-construction.png,-14,content,"Build the bridge, but keep the watch",The Building of the Bridge  ·  पुलक निर्माण    —    card 1 of 1,assets/images/0196.png
197,197_ch-13_title.png,-13,title,Gop Kumar's Compilation,गोप कुमारक संकलन    Gop Kumārak Saṅkalan,assets/images/0197.png
198,198_ch-13_gop-kumar-compilation.png,-13,content,A lamp for the dark moment to come,Gop Kumar's Compilation  ·  गोप कुमारक संकलन    —    card 1 of 1,assets/images/0198.png
199,199_ch-12_title.png,-12,title,The Trembling of the Channā Grove,चन्ना गाछीक कँपकँपी    Channā Gāchīk Kãpkãpī,assets/images/0199.png
200,200_ch-12_grove-tremble.png,-12,content,The witness-grove gives its warning,The Trembling of the Channā Grove  ·  चन्ना गाछीक कँपकँपी    —    card 1 of 1,assets/images/0200.png
201,201_ch-11_title.png,-11,title,Būṛhbā's Last Blessing,बूढ़बाक अन्तिम आशीर्वाद    Būṛhbāk Antim Āśīrvād,assets/images/0201.png
202,202_ch-11_last-blessing.png,-11,content,You will not be alone,Būṛhbā's Last Blessing  ·  बूढ़बाक अन्तिम आशीर्वाद    —    card 1 of 1,assets/images/0202.png
203,203_ch-10_title.png,-10,title,The First Plunge on the Bridge,पुलपर पहिल छपाक    Pulpar Pahil Chapāk,assets/images/0203.png
204,204_ch-10_first-plunge.png,-10,content,He must not die twice,The First Plunge on the Bridge  ·  पुलपर पहिल छपाक    —    card 1 of 1,assets/images/0204.png
205,205_ch-9_title.png,-9,title,The Beginning of the Investigation,जाँचक आरम्भ    Jā̃cak Ārambha,assets/images/0205.png
206,206_ch-9_investigation-begins.png,-9,content,Two threads of one net,The Beginning of the Investigation  ·  जाँचक आरम्भ    —    card 1 of 1,assets/images/0206.png
207,207_ch-8_title.png,-8,title,The Evidence Comes to Light,प्रमाणक बाहर आएब    Pramāṇak Bāhar Āeb,assets/images/0207.png
208,208_ch-8_evidence-to-light.png,-8,content,"Truth is a lamp, not a sun",The Evidence Comes to Light  ·  प्रमाणक बाहर आएब    —    card 1 of 1,assets/images/0208.png
209,209_ch-7_title.png,-7,title,The Experience of the Half-Ghost,आधा-भूतक अनुभव    Ādhā-Bhūtak Anubhav,assets/images/0209.png
210,210_ch-7_half-ghost.png,-7,content,"One foot in the present, one among the names",The Experience of the Half-Ghost  ·  आधा-भूतक अनुभव    —    card 1 of 1,assets/images/0210.png
211,211_ch-6_title.png,-6,title,Gop Kumar's Last Page,गोप कुमारक अन्तिम पन्ना    Gop Kumārak Antim Pannā,assets/images/0211.png
212,212_ch-6_gop-kumar-last-page.png,-6,content,"The witness changes, the tale does not break",Gop Kumar's Last Page  ·  गोप कुमारक अन्तिम पन्ना    —    card 1 of 1,assets/images/0212.png
213,213_ch-5_title.png,-5,title,The Net Exposed,जालक उजागर होएब    Jālak Ujāgar Hoeb,assets/images/0213.png
214,214_ch-5_net-exposed.png,-5,content,An incomplete victory is still a step,The Net Exposed  ·  जालक उजागर होएब    —    card 1 of 1,assets/images/0214.png
215,215_ch-4_title.png,-4,title,The Final List of Names,नामक अन्तिम सूची    Nāmak Antim Sūcī,assets/images/0215.png
216,216_ch-4_final-name-list.png,-4,content,Numbers made names again,The Final List of Names  ·  नामक अन्तिम सूची    —    card 1 of 1,assets/images/0216.png
217,217_ch-3_title.png,-3,title,The Completion of Twelve Hundred Years,बारह सय बरखक पूर्णता    Bārah Say Barakhak Pūrṇatā,assets/images/0217.png
218,218_ch-3_twelve-hundred-complete.png,-3,content,The burden shared by a thousand breaths,The Completion of Twelve Hundred Years  ·  बारह सय बरखक पूर्णता    —    card 1 of 1,assets/images/0218.png
219,219_ch-2_title.png,-2,title,The Vow of the Next Generation,अगिला पीढ़ीक वचन    Agilā Pīṛhīk Vacan,assets/images/0219.png
220,220_ch-2_next-gen-vow.png,-2,content,Every skill joined in one vow,The Vow of the Next Generation  ·  अगिला पीढ़ीक वचन    —    card 1 of 1,assets/images/0220.png
221,221_ch-1_title.png,-1,title,The Final Witness,अन्तिम साक्षी    Antim Sākṣī,assets/images/0221.png
222,222_ch-1_final-witness.png,-1,content,The tale folds into its own telling,The Final Witness  ·  अन्तिम साक्षी    —    card 1 of 1,assets/images/0222.png
223,223_v1ch0_title.png,0,title,Gaṛh Nārikel: A Brief Folk-Prologue,गढ़ नारिकेल: संक्षिप्त लोक-प्रस्तावना    Gaṛh Nārikel: Saṅkṣipt Lok-Prastāvanā,assets/images/0223.png
224,224_v1ch0_living-geography.png,0,content,The village as a living geography,Gaṛh Nārikel: A Brief Folk-Prologue  ·  गढ़ नारिकेल: संक्षिप्त लोक-प्रस्तावना    —    card 1 of 4,assets/images/0224.png
225,225_v1ch0_who-keeps-memory.png,0,content,Who keeps the memory,Gaṛh Nārikel: A Brief Folk-Prologue  ·  गढ़ नारिकेल: संक्षिप्त लोक-प्रस्तावना    —    card 2 of 4,assets/images/0225.png
226,226_v1ch0_tales-and-songs.png,0,content,The tales-and-songs: a cultural map,Gaṛh Nārikel: A Brief Folk-Prologue  ·  गढ़ नारिकेल: संक्षिप्त लोक-प्रस्तावना    —    card 3 of 4,assets/images/0226.png
227,227_v1ch0_dedication-voice.png,0,content,The dedication and the book's own voice,Gaṛh Nārikel: A Brief Folk-Prologue  ·  गढ़ नारिकेल: संक्षिप्त लोक-प्रस्तावना    —    card 4 of 4,assets/images/0227.png
228,228_v1ch1_title.png,1,title,The Kabaddī of the Channā Grove,चन्ना गाछीक कबड्डी    Channā Gāchīk Kabaḍḍī,assets/images/0228.png
229,229_v1ch1_ghost-kabaddi.png,1,content,A lawsuit played by the dead,The Kabaddī of the Channā Grove  ·  चन्ना गाछीक कबड्डी    —    card 1 of 4,assets/images/0229.png
230,230_v1ch1_bridge-first-plunge.png,1,content,The bridge and the first plunge,The Kabaddī of the Channā Grove  ·  चन्ना गाछीक कबड्डी    —    card 2 of 4,assets/images/0230.png
231,231_v1ch1_nand-witness.png,1,content,Nand the witness; the names surface,The Kabaddī of the Channā Grove  ·  चन्ना गाछीक कबड्डी    —    card 3 of 4,assets/images/0231.png
232,232_v1ch1_crocodiles-in-suits.png,1,content,The crocodiles wear suits,The Kabaddī of the Channā Grove  ·  चन्ना गाछीक कबड्डी    —    card 4 of 4,assets/images/0232.png
233,233_v1ch2_title.png,2,title,The Village on the Right Side,दहिन कातक गाम    Dahin Kātak Gām,assets/images/0233.png
234,234_v1ch2_ba-reads-gamchha.png,2,content,The leaf that holds the family's origin,The Village on the Right Side  ·  दहिन कातक गाम    —    card 1 of 3,assets/images/0234.png
235,235_v1ch2_kalit-paper-vs-soil.png,2,content,Kalit's story — paper against soil,The Village on the Right Side  ·  दहिन कातक गाम    —    card 2 of 3,assets/images/0235.png
236,236_v1ch2_first-testimony.png,2,content,Nand's first testimony,The Village on the Right Side  ·  दहिन कातक गाम    —    card 3 of 3,assets/images/0236.png
237,237_v1ch3_title.png,3,title,The Reckoning of the Plunge,छपाकक हिसाब    Chapākak Hisāb,assets/images/0237.png
238,238_v1ch3_footprint-splash-silence.png,3,content,"Footprint, splash, and silence",The Reckoning of the Plunge  ·  छपाकक हिसाब    —    card 1 of 3,assets/images/0238.png
239,239_v1ch3_record-erases-living.png,3,content,The record that erases the living,The Reckoning of the Plunge  ·  छपाकक हिसाब    —    card 2 of 3,assets/images/0239.png
240,240_v1ch3_diary-named.png,3,content,The lights in the water,The Reckoning of the Plunge  ·  छपाकक हिसाब    —    card 3 of 3,assets/images/0240.png
241,241_v1ch4_title.png,4,title,"Thirty Names, Three Hundred Corpses","तीस नाम, तीन सय लाश    Tīs Nām, Tīn Say Lāś",assets/images/0241.png
242,242_v1ch4_object-testifies.png,4,content,The object testifies,"Thirty Names, Three Hundred Corpses  ·  तीस नाम, तीन सय लाश    —    card 1 of 3",assets/images/0242.png
243,243_v1ch4_beauty-that-kills.png,4,content,The beauty that kills,"Thirty Names, Three Hundred Corpses  ·  तीस नाम, तीन सय लाश    —    card 2 of 3",assets/images/0243.png
244,244_v1ch4_village-counts-300.png,4,content,The village counts to three hundred,"Thirty Names, Three Hundred Corpses  ·  तीस नाम, तीन सय लाश    —    card 3 of 3",assets/images/0244.png
245,245_v1ch5_title.png,5,title,The Crocodile of the Date,तारीखक गोहि    Tārīkhak Gohi,assets/images/0245.png
246,246_v1ch5_court-stagnant-pond.png,5,content,The court as a stagnant pond,The Crocodile of the Date  ·  तारीखक गोहि    —    card 1 of 3,assets/images/0246.png
247,247_v1ch5_lawyers-of-delay.png,5,content,The lawyers of delay,The Crocodile of the Date  ·  तारीखक गोहि    —    card 2 of 3,assets/images/0247.png
248,248_v1ch5_memory-outlasts-date.png,5,content,Memory outlasts the date,The Crocodile of the Date  ·  तारीखक गोहि    —    card 3 of 3,assets/images/0248.png
249,249_v1ch6_title.png,6,title,Harvard's Ethics,हार्वर्डक एथिक्स    Hārvarḍak Ethiks,assets/images/0249.png
250,250_v1ch6_ethics-stage.png,6,content,The ethics stage and the leaking water,Harvard's Ethics  ·  हार्वर्डक एथिक्स    —    card 1 of 3,assets/images/0250.png
251,251_v1ch6_four-cities-thread.png,6,content,"Four cities, one thread",Harvard's Ethics  ·  हार्वर्डक एथिक्स    —    card 2 of 3,assets/images/0251.png
252,252_v1ch6_name-crosses-ocean.png,6,content,The name crosses the ocean,Harvard's Ethics  ·  हार्वर्डक एथिक्स    —    card 3 of 3,assets/images/0252.png
253,253_v1ch7_title.png,7,title,The Price of Breath,श्वासक भाव    Śvāsak Bhāv,assets/images/0253.png
254,254_v1ch7_breath-priced.png,7,content,When breath is priced,The Price of Breath  ·  श्वासक भाव    —    card 1 of 3,assets/images/0254.png
255,255_v1ch7_gop-auditor.png,7,content,"Gop Kumar, the auditor",The Price of Breath  ·  श्वासक भाव    —    card 2 of 3,assets/images/0255.png
256,256_v1ch7_paper-that-breathes.png,7,content,The paper that breathes,The Price of Breath  ·  श्वासक भाव    —    card 3 of 3,assets/images/0256.png
257,257_v1ch8_title.png,8,title,The Crocodile of the Screen,स्क्रीनक गोहि    Skrīnak Gohi,assets/images/0257.png
258,258_v1ch8_eats-the-future.png,8,content,The crocodile that eats the future,The Crocodile of the Screen  ·  स्क्रीनक गोहि    —    card 1 of 3,assets/images/0258.png
259,259_v1ch8_net-tightens.png,8,content,The net tightens,The Crocodile of the Screen  ·  स्क्रीनक गोहि    —    card 2 of 3,assets/images/0259.png
260,260_v1ch8_not-a-thief.png,8,content,"""I am not a thief""",The Crocodile of the Screen  ·  स्क्रीनक गोहि    —    card 3 of 3,assets/images/0260.png
261,261_v1ch9_title.png,9,title,The Market of the Body,देहक बाजार    Dehak Bāzār,assets/images/0261.png
262,262_v1ch9_fear-of-body-sold.png,9,content,The fear of the body is sold,The Market of the Body  ·  देहक बाजार    —    card 1 of 3,assets/images/0262.png
263,263_v1ch9_my-name-phulmati.png,9,content,"""My name is Phūlmati""",The Market of the Body  ·  देहक बाजार    —    card 2 of 3,assets/images/0263.png
264,264_v1ch9_name-returns.png,9,content,The name returns,The Market of the Body  ·  देहक बाजार    —    card 3 of 3,assets/images/0264.png
265,265_v1ch10_title.png,10,title,The Blackmail of Privacy,निजताक ब्लैकमेल    Nijatāk Blaikmel,assets/images/0265.png
266,266_v1ch10_weapon-of-privacy.png,10,content,The weapon of privacy,The Blackmail of Privacy  ·  निजताक ब्लैकमेल    —    card 1 of 2,assets/images/0266.png
267,267_v1ch10_name-not-silenced.png,10,content,The name that will not be silenced,The Blackmail of Privacy  ·  निजताक ब्लैकमेल    —    card 2 of 2,assets/images/0267.png
268,268_v1ch11_title.png,11,title,The Black River of Money,धनक कारी नदी    Dhanak Kārī Nadī,assets/images/0268.png
269,269_v1ch11_water-fire-crocodile.png,11,content,"Water, fire, and crocodile",The Black River of Money  ·  धनक कारी नदी    —    card 1 of 3,assets/images/0269.png
270,270_v1ch11_one-owner-of-fear.png,11,content,One owner of the fear,The Black River of Money  ·  धनक कारी नदी    —    card 2 of 3,assets/images/0270.png
271,271_v1ch11_evidence-reaches-satyavrat.png,11,content,The evidence reaches Satyavrat,The Black River of Money  ·  धनक कारी नदी    —    card 3 of 3,assets/images/0271.png
272,272_v1ch12_title.png,12,title,The Coconut Leaf on the Dark Web,डार्क-जालपर नारिकेल पात    Ḍārk-Jālpar Nārikel Pāt,assets/images/0272.png
273,273_v1ch12_leaf-on-dark-web.png,12,content,The leaf on the dark web,The Coconut Leaf on the Dark Web  ·  डार्क-जालपर नारिकेल पात    —    card 1 of 2,assets/images/0273.png
274,274_v1ch12_truth-on-the-road.png,12,content,Truth on the road,The Coconut Leaf on the Dark Web  ·  डार्क-जालपर नारिकेल पात    —    card 2 of 2,assets/images/0274.png
275,275_v1ch13_title.png,13,title,The Sealed Cover,सीलबन्द आवरण    Sīlband Āvaraṇ,assets/images/0275.png
276,276_v1ch13_date-releases-water.png,13,content,The date that releases water,The Sealed Cover  ·  सीलबन्द आवरण    —    card 1 of 3,assets/images/0276.png
277,277_v1ch13_not-record-a-falsehood.png,13,content,"Not a record, a falsehood",The Sealed Cover  ·  सीलबन्द आवरण    —    card 2 of 3,assets/images/0277.png
278,278_v1ch13_names-are-read.png,13,content,The names are read,The Sealed Cover  ·  सीलबन्द आवरण    —    card 3 of 3,assets/images/0278.png
279,279_v1ch14_title.png,14,title,The Road Home,घर घुरबाक रस्ता    Ghar Ghurbāk Rastā,assets/images/0279.png
280,280_v1ch14_name-comes-home.png,14,content,The name comes home,The Road Home  ·  घर घुरबाक रस्ता    —    card 1 of 2,assets/images/0280.png
281,281_v1ch14_planting-of-testimony.png,14,content,The planting of testimony,The Road Home  ·  घर घुरबाक रस्ता    —    card 2 of 2,assets/images/0281.png
282,282_v1ch15_title.png,15,title,The Water of the Name,नामक जल    Nāmak Jal,assets/images/0282.png
283,283_v1ch15_leaf-as-prasad.png,15,content,The leaf as prasād,The Water of the Name  ·  नामक जल    —    card 1 of 3,assets/images/0283.png
284,284_v1ch15_two-continents-one-voice.png,15,content,"Two continents, one voice",The Water of the Name  ·  नामक जल    —    card 2 of 3,assets/images/0284.png
285,285_v1ch15_seven-days-not-fifteen.png,15,content,"Seven days, not fifteen",The Water of the Name  ·  नामक जल    —    card 3 of 3,assets/images/0285.png
286,286_v1ch16_title.png,16,title,The Court of the Channā Grove,चन्ना गाछीक अदालत    Channā Gāchīk Adālat,assets/images/0286.png
287,287_v1ch16_grove-court-convenes.png,16,content,The court of the grove convenes,The Court of the Channā Grove  ·  चन्ना गाछीक अदालत    —    card 1 of 3,assets/images/0287.png
288,288_v1ch16_dead-give-testimony.png,16,content,The dead give testimony,The Court of the Channā Grove  ·  चन्ना गाछीक अदालत    —    card 2 of 3,assets/images/0288.png
289,289_v1ch16_memory-verdict.png,16,content,The memory-verdict,The Court of the Channā Grove  ·  चन्ना गाछीक अदालत    —    card 3 of 3,assets/images/0289.png
290,290_v1ch17_title.png,17,title,The Grief of Victory,जीतक शोक    Jītak Śok,assets/images/0290.png
291,291_v1ch17_empty-field.png,17,content,The empty field,The Grief of Victory  ·  जीतक शोक    —    card 1 of 2,assets/images/0291.png
292,292_v1ch17_history-on-water.png,17,content,History on water,The Grief of Victory  ·  जीतक शोक    —    card 2 of 2,assets/images/0292.png
293,293_v1ch18_title.png,18,title,The Empty Court,खाली अदालत    Khālī Adālat,assets/images/0293.png
294,294_v1ch18_empty-column.png,18,content,The empty column,The Empty Court  ·  खाली अदालत    —    card 1 of 2,assets/images/0294.png
295,295_v1ch18_peoples-court.png,18,content,The people's court,The Empty Court  ·  खाली अदालत    —    card 2 of 2,assets/images/0295.png
296,296_v1ch19_title.png,19,title,The Record of the Name,नामक अभिलेख    Nāmak Abhilekh,assets/images/0296.png
297,297_v1ch19_chest-written-outside.png,19,content,"The chest, written outside",The Record of the Name  ·  नामक अभिलेख    —    card 1 of 3,assets/images/0297.png
298,298_v1ch19_four-rules.png,19,content,The four rules,The Record of the Name  ·  नामक अभिलेख    —    card 2 of 3,assets/images/0298.png
299,299_v1ch19_i-am-present.png,19,content,I am present,The Record of the Name  ·  नामक अभिलेख    —    card 3 of 3,assets/images/0299.png
300,300_v1ch20_title.png,20,title,The School Against the Screen,स्क्रीनक विरुद्ध पाठशाला    Skrīnak Viruddha Pāṭhśālā,assets/images/0300.png
301,301_v1ch20_crocodile-in-screen.png,20,content,The crocodile in the screen,The School Against the Screen  ·  स्क्रीनक विरुद्ध पाठशाला    —    card 1 of 3,assets/images/0301.png
302,302_v1ch20_four-legs.png,20,content,The four legs,The School Against the Screen  ·  स्क्रीनक विरुद्ध पाठशाला    —    card 2 of 3,assets/images/0302.png
303,303_v1ch20_youre-not-alone.png,20,content,"""You're not alone, are you?""",The School Against the Screen  ·  स्क्रीनक विरुद्ध पाठशाला    —    card 3 of 3,assets/images/0303.png
304,304_v1ch21_title.png,21,title,The Oath of Privacy,निजताक शपथ    Nijatāk Śapath,assets/images/0304.png
305,305_v1ch21_peace-from-within.png,21,content,Peace grows from within,The Oath of Privacy  ·  निजताक शपथ    —    card 1 of 3,assets/images/0305.png
306,306_v1ch21_i-am-not-guilty.png,21,content,I am not guilty,The Oath of Privacy  ·  निजताक शपथ    —    card 2 of 3,assets/images/0306.png
307,307_v1ch21_support-becomes-society.png,21,content,Support becomes society,The Oath of Privacy  ·  निजताक शपथ    —    card 3 of 3,assets/images/0307.png
308,308_v1ch22_title.png,22,title,Harvard's Second Speech,हार्वर्डक दोसर भाषण    Hārvarḍak Dosar Bhāṣaṇ,assets/images/0308.png
309,309_v1ch22_name-crosses-ocean.png,22,content,The name crosses the ocean,Harvard's Second Speech  ·  हार्वर्डक दोसर भाषण    —    card 1 of 2,assets/images/0309.png
310,310_v1ch22_empty-stage-speaks.png,22,content,The empty stage speaks,Harvard's Second Speech  ·  हार्वर्डक दोसर भाषण    —    card 2 of 2,assets/images/0310.png
311,311_v1ch23_title.png,23,title,Baṭuknāth's Search,बटुकनाथक खोज    Baṭuknāthak Khoj,assets/images/0311.png
312,312_v1ch23_empty-door.png,23,content,The empty door,Baṭuknāth's Search  ·  बटुकनाथक खोज    —    card 1 of 3,assets/images/0312.png
313,313_v1ch23_different-language.png,23,content,A different language,Baṭuknāth's Search  ·  बटुकनाथक खोज    —    card 2 of 3,assets/images/0313.png
314,314_v1ch23_free-not-defeated.png,23,content,"Free, not defeated",Baṭuknāth's Search  ·  बटुकनाथक खोज    —    card 3 of 3,assets/images/0314.png
315,315_v1ch24_title.png,24,title,The Novel Begins Again,उपन्यास फेर शुरू    Upanyās Pher Śurū,assets/images/0315.png
316,316_v1ch24_the-reversal.png,24,content,The reversal,The Novel Begins Again  ·  उपन्यास फेर शुरू    —    card 1 of 3,assets/images/0316.png
317,317_v1ch24_memory-has-no-owner.png,24,content,Memory has no owner,The Novel Begins Again  ·  उपन्यास फेर शुरू    —    card 2 of 3,assets/images/0317.png
318,318_v1ch24_novel-begins-again.png,24,content,The novel begins again,The Novel Begins Again  ·  उपन्यास फेर शुरू    —    card 3 of 3,assets/images/0318.png
319,319_v1ch25_title.png,25,title,The Mind Hung,मोन टांगल    Mon Ṭāṅgal,assets/images/0319.png
320,320_v1ch25_dust-that-speaks.png,25,content,The dust that speaks,The Mind Hung  ·  मोन टांगल    —    card 1 of 3,assets/images/0320.png
321,321_v1ch25_buy-the-name.png,25,content,Buy the name,The Mind Hung  ·  मोन टांगल    —    card 2 of 3,assets/images/0321.png
322,322_v1ch25_the-mind-is-hung.png,25,content,The mind is hung,The Mind Hung  ·  मोन टांगल    —    card 3 of 3,assets/images/0322.png
323,323_v1ch26_title.png,26,title,Baṭuknāth Hariharan's Journey,बटुकनाथ हरिहरनक यात्रा    Baṭuknāth Hariharanak Yātrā,assets/images/0323.png
324,324_v1ch26_rail-not-helicopter.png,26,content,"The rail, not the helicopter",Baṭuknāth Hariharan's Journey  ·  बटुकनाथ हरिहरनक यात्रा    —    card 1 of 3,assets/images/0324.png
325,325_v1ch26_have-you-read-names.png,26,content,Have you read names?,Baṭuknāth Hariharan's Journey  ·  बटुकनाथ हरिहरनक यात्रा    —    card 2 of 3,assets/images/0325.png
326,326_v1ch26_take-off-arrogance.png,26,content,Take off your arrogance,Baṭuknāth Hariharan's Journey  ·  बटुकनाथ हरिहरनक यात्रा    —    card 3 of 3,assets/images/0326.png
327,327_v1ch27_title.png,27,title,Chandrapāl Batra's Screen,चन्द्रपाल बत्राक स्क्रीन    Chandrapāl Batrāk Skrīn,assets/images/0327.png
328,328_v1ch27_net-not-office.png,27,content,"The net, not the office",Chandrapāl Batra's Screen  ·  चन्द्रपाल बत्राक स्क्रीन    —    card 1 of 3,assets/images/0328.png
329,329_v1ch27_compliance-mask.png,27,content,The compliance mask,Chandrapāl Batra's Screen  ·  चन्द्रपाल बत्राक स्क्रीन    —    card 2 of 3,assets/images/0329.png
330,330_v1ch27_effect-not-definition.png,27,content,"The effect, not the definition",Chandrapāl Batra's Screen  ·  चन्द्रपाल बत्राक स्क्रीन    —    card 3 of 3,assets/images/0330.png
331,331_v1ch28_title.png,28,title,Rāghav Signal's Silence,राघव सिग्नलक चुप्पी    Rāghav Signalak Chuppī,assets/images/0331.png
332,332_v1ch28_route-falls-silent.png,28,content,The route falls silent,Rāghav Signal's Silence  ·  राघव सिग्नलक चुप्पी    —    card 1 of 2,assets/images/0332.png
333,333_v1ch28_account-clean.png,28,content,The account clean,Rāghav Signal's Silence  ·  राघव सिग्नलक चुप्पी    —    card 2 of 2,assets/images/0333.png
334,334_v1ch29_title.png,29,title,Lau Kin-hang's Dream,लाउ किन-हंगक सपना    Lau Kin-hangak Sapnā,assets/images/0334.png
335,335_v1ch29_glass-cave.png,29,content,The glass cave,Lau Kin-hang's Dream  ·  लाउ किन-हंगक सपना    —    card 1 of 2,assets/images/0335.png
336,336_v1ch29_missing-column.png,29,content,The missing column,Lau Kin-hang's Dream  ·  लाउ किन-हंगक सपना    —    card 2 of 2,assets/images/0336.png
337,337_v1ch30_title.png,30,title,The Inner Court of the Crooks,धूर्त सभक भीतरक अदालत    Dhūrt Sabhak Bhītarak Adālat,assets/images/0337.png
338,338_v1ch30_court-no-summons.png,30,content,The court that needs no summons,The Inner Court of the Crooks  ·  धूर्त सभक भीतरक अदालत    —    card 1 of 2,assets/images/0338.png
339,339_v1ch30_empty-chair.png,30,content,The empty chair,The Inner Court of the Crooks  ·  धूर्त सभक भीतरक अदालत    —    card 2 of 2,assets/images/0339.png
340,340_v1ch31_title.png,31,title,The Work of the Defeated,हारल लोक सभक काज    Hāral Lok Sabhak Kāj,assets/images/0340.png
341,341_v1ch31_no-slogan-no-flag.png,31,content,"No slogan, no flag",The Work of the Defeated  ·  हारल लोक सभक काज    —    card 1 of 3,assets/images/0341.png
342,342_v1ch31_paper-peoples-tongue.png,31,content,Paper in the people's tongue,The Work of the Defeated  ·  हारल लोक सभक काज    —    card 2 of 3,assets/images/0342.png
343,343_v1ch31_making-justice.png,31,content,Making justice,The Work of the Defeated  ·  हारल लोक सभक काज    —    card 3 of 3,assets/images/0343.png
344,344_v1ch32_title.png,32,title,The Third Kabaddī,तेसर कबड्डी    Tesar Kabaḍḍī,assets/images/0344.png
345,345_v1ch32_three-teams-three-breaths.png,32,content,"Three teams, three breaths",The Third Kabaddī  ·  तेसर कबड्डी    —    card 1 of 2,assets/images/0345.png
346,346_v1ch32_word-left-behind.png,32,content,The word left behind,The Third Kabaddī  ·  तेसर कबड्डी    —    card 2 of 2,assets/images/0346.png
347,347_v1ch33_title.png,33,title,The Test of the Mind,मोनक परीक्षा    Monak Parīkṣā,assets/images/0347.png
348,348_v1ch33_mind-not-body.png,33,content,"The mind, not the body",The Test of the Mind  ·  मोनक परीक्षा    —    card 1 of 2,assets/images/0348.png
349,349_v1ch33_the-inversion.png,33,content,The inversion,The Test of the Mind  ·  मोनक परीक्षा    —    card 2 of 2,assets/images/0349.png
350,350_v1ch34_title.png,34,title,The Listening River,सुनैत नदी    Sunait Nadī,assets/images/0350.png
351,351_v1ch34_listening-river.png,34,content,The listening river,The Listening River  ·  सुनैत नदी    —    card 1 of 2,assets/images/0351.png
352,352_v1ch34_names-heat.png,34,content,The name's heat,The Listening River  ·  सुनैत नदी    —    card 2 of 2,assets/images/0352.png
353,353_v1ch35_title.png,35,title,The Threshold of the Name,नामक देहरी    Nāmak Dehrī,assets/images/0353.png
354,354_v1ch35_name-walks-ahead.png,35,content,The name walks ahead,The Threshold of the Name  ·  नामक देहरी    —    card 1 of 2,assets/images/0354.png
355,355_v1ch35_dust-in-the-eyes.png,35,content,The dust in the eyes,The Threshold of the Name  ·  नामक देहरी    —    card 2 of 2,assets/images/0355.png
356,356_v1ch36_title.png,36,title,"Home, Fear, Dream","घर, भय, सपना    Ghar, Bhay, Sapnā",assets/images/0356.png
357,357_v1ch36_home-and-fear.png,36,content,Home and fear,"Home, Fear, Dream  ·  घर, भय, सपना    —    card 1 of 2",assets/images/0357.png
358,358_v1ch36_dream-three-pebbles.png,36,content,"The dream, and the three pebbles","Home, Fear, Dream  ·  घर, भय, सपना    —    card 2 of 2",assets/images/0358.png
359,359_v1ch37_title.png,37,title,Three Pebbles,तीन कंकड़    Tīn Kaṅkaṛ,assets/images/0359.png
360,360_v1ch37_where-is-my-home.png,37,content,Where is my home?,Three Pebbles  ·  तीन कंकड़    —    card 1 of 2,assets/images/0360.png
361,361_v1ch37_read-the-root.png,37,content,"Read the root, not the face",Three Pebbles  ·  तीन कंकड़    —    card 2 of 2,assets/images/0361.png
362,362_v1ch38_title.png,38,title,The Pronouncing of the Name,नामक उच्चारण    Nāmak Uccāraṇ,assets/images/0362.png
363,363_v1ch38_written-name-read-name.png,38,content,"The written name, the read name",The Pronouncing of the Name  ·  नामक उच्चारण    —    card 1 of 3,assets/images/0363.png
364,364_v1ch38_law-three-leaves.png,38,content,The Law of the Three Leaves,The Pronouncing of the Name  ·  नामक उच्चारण    —    card 2 of 3,assets/images/0364.png
365,365_v1ch38_punishment-of-name.png,38,content,The punishment of the name,The Pronouncing of the Name  ·  नामक उच्चारण    —    card 3 of 3,assets/images/0365.png
366,366_v1ch39_title.png,39,title,The Peace of the Seed,बीजक शान्ति    Bījak Śānti,assets/images/0366.png
367,367_v1ch39_peace-of-the-seed.png,39,content,The peace of the seed,The Peace of the Seed  ·  बीजक शान्ति    —    card 1 of 2,assets/images/0367.png
368,368_v1ch39_water-into-the-burrow.png,39,content,Water into the burrow,The Peace of the Seed  ·  बीजक शान्ति    —    card 2 of 2,assets/images/0368.png
369,369_v1ch40_title.png,40,title,The Letter of the Dew,ओसक अक्षर    Osak Akṣar,assets/images/0369.png
